表名,表注释,ESG分类,录入属性,字段名,类型,是否可空,默认值,字段注释,键,额外,模板建议
carbon_emission_activity,碳排放活动数据,E,必须人工录入,output_value_wan,"decimal(18,4)",是,,完成产值，万元,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,baseline_emission,"decimal(18,4)",是,,基准情景排放量,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,diesel_emission,"decimal(18,4)",是,,施工用油排放量,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,electricity_emission,"decimal(18,4)",是,,施工用电排放量,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,material_emission,"decimal(18,4)",是,,主要材料排放量,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,other_emission,"decimal(18,4)",是,,其他排放量,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,diesel_unit,varchar(30),是,,施工用油活动单位,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,electricity_unit,varchar(30),是,,施工用电活动单位,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,transport_usage,"decimal(24,8)",是,,施工运输活动量,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,transport_unit,varchar(30),是,,施工运输活动单位,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,diesel_factor_id,bigint,是,,施工用油排放因子ID,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,electricity_factor_id,bigint,是,,施工用电排放因子ID,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,transport_factor_id,bigint,是,,施工运输排放因子ID,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,data_nature,varchar(30),是,,数据性质,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,verification_status,varchar(40),是,,核验状态,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,demo_note,varchar(255),是,,演示数据说明,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,updated_at,datetime,是,CURRENT_TIMESTAMP,更新时间,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,is_demo,tinyint(1),否,0,demo data flag,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,effective_status,varchar(30),是,,EFFECTIVE | INEFFECTIVE | NULL=待核实；正式KPI禁止IFNULL默认,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,evidence_status,varchar(40),否,MISSING,MISSING | PENDING | VERIFIED；禁止占位文件冒充,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,boundary_version,varchar(80),是,,写入时边界版本（审计冗余）,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,accounting_batch_id,bigint,是,,核算批次ID,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,is_current,tinyint(1),否,1,当前有效标志；0=被替代/作废,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,diesel_factor_snapshot_id,bigint,是,,施工用油因子快照ID,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,electricity_factor_snapshot_id,bigint,是,,施工用电因子快照ID,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,material_factor_snapshot_id,bigint,是,,主要材料因子快照ID（汇总引用）,,,可隐藏/系统
carbon_emission_activity,碳排放活动数据,E,必须人工录入,transport_factor_snapshot_id,bigint,是,,施工运输因子快照ID,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,period_value,varchar(50),是,,,MUL,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,material_name,varchar(100),是,,,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,material_usage,"decimal(24,8)",是,,,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,material_unit,varchar(30),是,,,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,carbon_activity_id,bigint,是,,关联月度碳排活动记录ID,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,emission_factor_id,bigint,是,,排放因子ID,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,carbon_emission,"decimal(18,6)",是,,材料分项排放量，tCO₂e,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,data_nature,varchar(30),是,,数据性质,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,verification_status,varchar(40),是,,核验状态,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,demo_note,varchar(255),是,,演示数据说明,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,updated_at,datetime,是,CURRENT_TIMESTAMP,更新时间,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,is_demo,tinyint(1),否,0,demo data flag,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,effective_status,varchar(30),是,,EFFECTIVE | INEFFECTIVE | NULL=待核实,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,evidence_status,varchar(40),否,MISSING,MISSING | PENDING | VERIFIED,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,factor_snapshot_id,bigint,是,,材料因子快照ID,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,accounting_batch_id,bigint,是,,核算批次ID,,,可隐藏/系统
carbon_material_usage,碳排放材料用量,E,必须人工录入,is_current,tinyint(1),否,1,当前有效标志,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,measure_code,varchar(80),否,,,UNI,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,measure_name,varchar(160),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,measure_category,varchar(80),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,application_scope,varchar(255),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,responsible_department,varchar(100),是,,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,start_date,date,是,,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,end_date,date,是,,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,implementation_status,varchar(40),否,,,MUL,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,estimated_reduction,"decimal(18,4)",是,,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,accounted_reduction,"decimal(18,4)",是,,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,verified_reduction,"decimal(18,4)",是,,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,reduction_unit,varchar(30),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,investment_cost,"decimal(18,4)",否,0.0000,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,operating_saving,"decimal(18,4)",否,0.0000,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,avoided_cost,"decimal(18,4)",否,0.0000,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,net_cost_impact,"decimal(18,4)",否,0.0000,,,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,currency_unit,varchar(30),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,calculation_method,varchar(255),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,data_nature,varchar(30),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,verification_status,varchar(40),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,evidence_status,varchar(40),否,,,,,建议人工填
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,is_demo,tinyint(1),否,0,,MUL,,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
carbon_reduction_measure,低碳措施及成本台账,E,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,risk_name,varchar(255),是,,,,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,risk_level,varchar(50),是,,,MUL,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,control_status,varchar(50),是,,,MUL,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,control_measure,text,是,,,,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,location,varchar(255),是,,,,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,risk_type,varchar(100),是,,风险类型,,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,control_start_date,date,是,,管控起始日期,,,可隐藏/系统
safety_risk_point,安全风险点,S,必须人工录入,cancelled_date,date,是,,销号日期,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,project_id,varchar(50),否,LUOYI-ESG,项目标识,MUL,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,incident_code,varchar(60),是,,事故编码,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,occurred_date,date,是,,事故发生日期（冻结稿口径）,MUL,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,incident_date,date,否,,,MUL,,建议人工填
safety_incident_record,安全生产事故台账,S,必须人工录入,incident_name,varchar(255),是,,,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,incident_type,varchar(100),是,,,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,incident_category,varchar(50),是,,事故分类,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,description,text,是,,事故描述,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,segment_name,varchar(100),是,,标段名称,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,responsible_unit,varchar(200),是,,责任单位,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,fatality_count,int,否,0,死亡人数,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,injury_count,int,否,0,受伤人数,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,responsibility_determination_status,varchar(30),否,PENDING,PENDING / RESPONSIBLE / NON_RESPONSIBLE,MUL,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,determination_effective_date,date,是,,认定生效日期,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,determination_summary,varchar(500),是,,认定摘要,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,incident_level,varchar(50),是,,,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,interrupt_counting,tinyint,否,1,,MUL,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,responsible_department,varchar(100),是,,,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,handling_status,varchar(50),是,,,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,interrupt_reason,varchar(255),是,,,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,effective_status,varchar(30),否,DRAFT,DRAFT / EFFECTIVE / INEFFECTIVE,MUL,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,is_current,tinyint(1),否,1,当前有效版本,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,effective_at,datetime(6),是,,生效时间,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,effective_by,bigint,是,,生效操作人,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,data_nature,varchar(20),否,demo,demo / formal,MUL,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,is_demo,tinyint(1),否,1,是否演示数据（旧行默认 demo）,MUL,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,demo_batch_code,varchar(60),是,,关联演示批次编码,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,source_document_id,bigint,是,,来源资料ID,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,remark,varchar(500),是,,备注,,,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
safety_incident_record,安全生产事故台账,S,必须人工录入,updated_at,timestamp(6),否,CURRENT_TIMESTAMP(6),更新时间,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP(6),可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,project_id,varchar(50),否,LUOYI-ESG,项目标识,MUL,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,project_start_date,date,否,,,,,建议人工填
safety_production_record,连续安全生产记录,S,必须人工录入,current_date,date,否,,,,,建议人工填
safety_production_record,连续安全生产记录,S,必须人工录入,statistics_as_of,date,是,,统计期末,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,cycle_start_date,date,是,,当前安全生产周期起点,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,continuous_days,int,否,,,,,建议人工填
safety_production_record,连续安全生产记录,S,必须人工录入,confirmation_batch_id,bigint,是,,关联确认批次ID,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,confirmation_status,varchar(30),否,PENDING,PENDING / CONFIRMED,MUL,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,verification_status,varchar(30),否,PENDING_REVIEW,PENDING_REVIEW / VERIFIED / REJECTED,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,effective_status,varchar(30),否,DRAFT,DRAFT / EFFECTIVE / INEFFECTIVE,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,is_current,tinyint(1),否,1,当前有效快照,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,data_nature,varchar(20),否,demo,demo / formal,MUL,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,is_demo,tinyint(1),否,0,是否演示数据,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,confirmed_at,datetime(6),是,,确认时间,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,confirmed_by,varchar(100),是,,确认人,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,current_stage,varchar(100),是,,,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,current_stage_detail,varchar(255),是,,,,,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,counting_status,varchar(30),否,,,,,建议人工填
safety_production_record,连续安全生产记录,S,必须人工录入,update_time,datetime,否,,,,,建议人工填
safety_production_record,连续安全生产记录,S,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
safety_production_record,连续安全生产记录,S,必须人工录入,updated_at,timestamp(6),否,CURRENT_TIMESTAMP(6),更新时间,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP(6),可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,batch_code,varchar(60),否,,批次编码，如 DEMO-S01-20260724,UNI,,建议人工填
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,project_id,varchar(50),否,LUOYI-ESG,项目标识,MUL,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,confirmation_month,varchar(7),否,,确认月份，如 2026-07,MUL,,建议人工填
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,statistics_as_of,date,否,,统计期末业务日期,,,建议人工填
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,cycle_start_date,date,否,,当前安全生产周期起点,,,建议人工填
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,continuous_days,int,否,,后端按冻结算法生成的快照值,,,建议人工填
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,counting_status,varchar(30),否,,CONTINUOUS / PENDING_DETERMINATION / RESET_CYCLE,,,建议人工填
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,confirmation_unit,varchar(200),是,,确认单位名称,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,confirmed_by,varchar(100),是,,确认人,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,confirmed_at,datetime(6),是,,确认时间,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,confirmation_status,varchar(30),否,PENDING,PENDING / CONFIRMED,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,verification_status,varchar(30),否,PENDING_REVIEW,PENDING_REVIEW / VERIFIED / REJECTED,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,effective_status,varchar(30),否,DRAFT,DRAFT / EFFECTIVE / INEFFECTIVE,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,effective_at,datetime(6),是,,生效时间,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,data_nature,varchar(20),否,,demo / formal,MUL,,建议人工填
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,is_demo,tinyint(1),否,0,是否演示数据,MUL,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,version_no,int,否,1,批次版本号,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,remark,varchar(500),是,,备注,,,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,created_at,timestamp(6),否,CURRENT_TIMESTAMP(6),,,DEFAULT_GENERATED,可隐藏/系统
s01_confirmation_batch,S01 建设单位确认批次,S,必须人工录入,updated_at,timestamp(6),否,CURRENT_TIMESTAMP(6),,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP(6),可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,dispute_type,varchar(100),是,,,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,status,varchar(50),是,,,MUL,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,involved_people,int,是,,,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,overdue,tinyint,否,0,,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,dispute_name,varchar(255),是,,纠纷事项,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,occurred_date,date,是,,发生时间,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,amount_wan,"decimal(18,2)",是,,涉及金额，万元,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,responsible_department,varchar(100),是,,责任部门,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,closed_date,date,是,,办结日期,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,data_nature,varchar(30),否,formal,formal | demo,,,可隐藏/系统
labor_dispute_record,劳务纠纷记录,S,必须人工录入,is_demo,tinyint,否,0,0=formal 1=demo,,,可隐藏/系统
salary_payment_record,工资支付记录,S,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
salary_payment_record,工资支付记录,S,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
salary_payment_record,工资支付记录,S,必须人工录入,payment_month,varchar(50),是,,,MUL,,可隐藏/系统
salary_payment_record,工资支付记录,S,必须人工录入,worker_count,int,是,,,,,可隐藏/系统
salary_payment_record,工资支付记录,S,必须人工录入,payment_amount,"decimal(18,2)",是,,,,,可隐藏/系统
salary_payment_record,工资支付记录,S,必须人工录入,payment_status,varchar(50),是,,,,,可隐藏/系统
salary_payment_record,工资支付记录,S,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,id,bigint unsigned,否,,,PRI,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,project_id,bigint unsigned,否,,,MUL,,建议人工填
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,section_id,bigint unsigned,是,,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,period_start,date,否,,,,,建议人工填
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,period_end,date,否,,,,,建议人工填
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,responsible_org_id,bigint unsigned,是,,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,worker_count,int unsigned,否,0,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,payable_amount,"decimal(18,2)",否,0.00,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,paid_amount,"decimal(18,2)",否,0.00,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,payment_rate,"decimal(5,2)",否,0.00,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,payment_status,varchar(32),否,,,,,建议人工填
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,overdue_amount,"decimal(18,2)",否,0.00,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,dispute_count,int unsigned,否,0,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,risk_status,varchar(16),否,NORMAL,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,source_doc_ref,varchar(255),是,,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,is_deleted,tinyint unsigned,否,0,,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,source_type,varchar(32),是,,"Data source type, such as finance system or manual entry",,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,record_date,date,是,,Actual entry or source record date; not derived from updated_at,,,可隐藏/系统
biz_worker_payment_summary,Demo S03 工资支付周期汇总,S,系统自动生成/计算,created_at,datetime,是,,Technical creation time,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,appeal_type,varchar(100),是,,,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,status,varchar(50),是,,,MUL,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,source_channel,varchar(100),是,,,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,overdue,tinyint,否,0,,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,appeal_content,varchar(500),是,,诉求内容,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,accepted_date,date,是,,受理时间,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,location,varchar(255),是,,涉及地点,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,deadline,date,是,,办结期限,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,closed_date,date,是,,办结日期,,,可隐藏/系统
appeal_record,群众诉求记录,S,必须人工录入,duration_days,int,是,,办理时长,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,procedure_name,varchar(255),是,,,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,status,varchar(50),是,,,MUL,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,impact_node,varchar(100),是,,,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,overdue,tinyint,否,0,,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,procedure_type,varchar(100),是,,审批类型,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,deadline,date,是,,完成时限,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,responsible_department,varchar(100),是,,责任部门,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,progress_percent,int,是,,办理进度百分比,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,completed_date,date,是,,完成日期,,,可隐藏/系统
